Ventilador	https://www.amazon.com.br/Ventilador-Turbo-Velocidades-Mondial-VTX-40-8P/dp/B07YL7P5XY/ref=sr_1_8?dib=eyJ2IjoiMSJ9.FeH9z-oSeg7I5qvq5kvPMjRUBEPReB5i6p3cd_jRY_F6oOOX_vLdMMjZker3ShIxSWnu2wik_EFvdqiYNR-EGJ5VRcgSQCtETOOJ2lJrIWyvK0m6uoOlgeAP-FB45LLVDCgG-r1LaHYMmgVwsoqYyhtwU7u0O6Q6booQIJ5oKKDqSaB0OYPxFINwURiccS4RVPhxIICtosupB7nmJWW87TWeREdVXsppLwuUg8V0qdMxa1n-cV1XkdvmudHhNBHRUdcS1d3WBLTtxlPU0U4EwTrEyEXFNSYVOV3YSLzJrHE.g4Vq0vErOojpLVQWBGUZl80pLfczllYWZhdk9mTgxHY&dib_tag=se&keywords=ventilador%2B8%2Bpas&qid=1786918050&sr=8-8&ufe=app_do%3Aamzn1.fos.039ad06c-756b-42cf-b2ab-dcc42e7aa5c9&th=1	https://www.amazon.com.br/Ventilador-Turbo-Mondial-Preto-Prata/dp/B07YSS57X5/ref=sr_1_14?dib=eyJ2IjoiMSJ9.FeH9z-oSeg7I5qvq5kvPMjRUBEPReB5i6p3cd_jRY_F6oOOX_vLdMMjZker3ShIxSWnu2wik_EFvdqiYNR-EGJ5VRcgSQCtETOOJ2lJrIWyvK0m6uoOlgeAP-FB45LLVDCgG-r1LaHYMmgVwsoqYyhtwU7u0O6Q6booQIJ5oKKDqSaB0OYPxFINwURiccS4RVPhxIICtosupB7nmJWW87TWeREdVXsppLwuUg8V0qdMxa1n-cV1XkdvmudHhNBHRUdcS1d3WBLTtxlPU0U4EwTrEyEXFNSYVOV3YSLzJrHE.g4Vq0vErOojpLVQWBGUZl80pLfczllYWZhdk9mTgxHY&dib_tag=se&keywords=ventilador%2B8%2Bpas&qid=1786918121&sr=8-14&ufe=app_do%3Aamzn1.fos.039ad06c-756b-42cf-b2ab-dcc42e7aa5c9&th=1		
Climatizador	https://www.amazon.com.br/Climatizador-Ar-Midea-Liva-Frio/dp/B08377D9YS/ref=asc_df_B08377D9YS?mcid=f51f93c8c6e33e44a249c2328acb00d9&tag=googleshopp00-20&linkCode=df0&hvadid=709968341215&hvpos=&hvnetw=g&hvrand=154718054708676750&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9196029&hvtargid=pla-1212428271761&hvocijid=154718054708676750-B08377D9YS-&hvexpln=0&language=pt_BR&th=1			
Conjunto de Panelas Inox	https://www.lecreuset.com.br/cozinhar/3-ply-aco-inox-1/	https://www.tramontina.com.br/jogo-de-panelas-tramontina-solar-em-aco-inox-com-fundo-triplo-e-tampas-de-inox--6-pecas/65510200.html?gad_source=1&gad_campaignid=23630228876&gbraid=0AAAAAC9EDsLbRO_I9b9B4qY4v3pSewBt2&gclid=CjwKCAjwyuDTBhB-EiwANCQhLHq3K8BJYLKe74_CXT5Qh0smdhAVbkXo1N5bbyQK7jMgMNNtqfx29BoCUAcQAvD_BwE	https://www.amazon.com.br/Panelas-Fundo-Triplo-Tramontina-Solar/dp/B076B9N81Q?th=1	
Maquina de Sorvete	https://www.amazon.com.br/Ninja-Creami-Sorveteira-127v-Milkshakes/dp/B0DHSWL7D6/ref=asc_df_B0DHSWL7D6?mcid=38c66a3d02eb34948df22a34fae5fd0c&tag=googleshopp00-20&linkCode=df0&hvadid=709989056369&hvpos=&hvnetw=g&hvrand=14798122028761578820&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9196029&hvtargid=pla-2370906578613&hvocijid=14798122028761578820-B0DHSWL7D6-&hvexpln=0&language=pt_BR&th=1	https://www.mercadolivre.com.br/sorveteira-cuisinart-maquina-de-fazer-sorvete-azul-turquesa/p/MLB66142402?pdp_filters=item_id%3AMLB6460974294&from=gshop&matt_tool=60011407&matt_word=&matt_source=google&matt_campaign_id=22090354511&matt_ad_group_id=194474641914&matt_match_type=&matt_network=g&matt_device=c&matt_creative=792396419989&matt_keyword=&matt_ad_position=&matt_ad_type=pla&matt_merchant_id=735098639&matt_product_id=MLB66142402-product&matt_product_partition_id=2493354100736&matt_target_id=aud-2493594094759%3Apla-2493354100736&cq_src=google_ads&cq_cmp=22090354511&cq_net=g&cq_plt=gp&cq_med=pla&gad_source=1&gad_campaignid=22090354511&gbraid=0AAAAAD93qcD37noQV5QKuZUmI87KDxmkH&gclid=Cj0KCQjwv4XUBhDBARIsAE6bQUSfnaCkzZYApY5nCcTD1qvtiDQfdPql4IsnDSrdFwdctMIwNow5EEgaAu5REALw_wcB		
Vasos	https://www.camicado.com.br/p/vaso-home-style-azure-25-cm/-/A-101417614-br.lc?sku=101417622&utm_id=18288222626&gad_source=1&gad_campaignid=18284302225&gclid=CjwKCAjwyuDTBhB-EiwANCQhLMxByzwyjqasXq2xnW5Ca00YWkGIQwSBytAKrOr_WB9IyHQlXihVwBoCULYQAvD_BwE	https://www.camicado.com.br/p/vaso-home-style-caen-15-cm/-/A-101511361-br.lc?sku=101511379	https://www.camicado.com.br/c/decoracao/objetos-de-decoracao/vasos-decorativos/-/N-16d7juy	https://www.marrocosforyou.com.br/potes-e-potiches
Centro de Mesa	https://www.marrocosforyou.com.br/centros-de-mesa			
Cachepo	https://www.marrocosforyou.com.br/cachepots.			
Abajur	https://www.marrocosforyou.com.br/abajours			
Luminaria de chão	https://www.mercadolivre.com.br/luminaria-luxo-imperial-tela-sintetica-detalhe-em-dourado-cupula-marrom-sintetica-estrutura-marrom-cdourado/p/MLB61677949?pdp_filters=item_id%3AMLB5897155136&from=gshop&matt_tool=69440161&matt_word=&matt_source=google&matt_campaign_id=22090354307&matt_ad_group_id=173090584716&matt_match_type=&matt_network=g&matt_device=c&matt_creative=727882731558&matt_keyword=&matt_ad_position=&matt_ad_type=pla&matt_merchant_id=735128761&matt_product_id=MLB61677949-product&matt_product_partition_id=2549500324967&matt_target_id=aud-2493594094759:pla-2549500324967&cq_src=google_ads&cq_cmp=22090354307&cq_net=g&cq_plt=gp&cq_med=pla&gad_source=1&gad_campaignid=22090354307&gbraid=0AAAAAD93qcBZRHcdnusSWcBwrvk-tA8ti&gclid=Cj0KCQjwv4XUBhDBARIsAE6bQUSS2H1loXYSw8_Qeaj3-CGF57Hhqp7n2HKeMLzcbe5YKVR5MqiV4iwaAvWcEALw_wcB			
Bandeja	https://www.marrocosforyou.com.br/www.marrocosforyou.com.br/bandeja-tabua			
